Date,Close
2/6/1992,2.290179
2/7/1992,2.285714
2/10/1992,2.254464
2/11/1992,2.245536
2/12/1992,2.330357
2/13/1992,2.294643
2/14/1992,2.290179
2/18/1992,2.241071
2/19/1992,2.214286
2/20/1992,2.308036
2/21/1992,2.321429
2/24/1992,2.361607
2/25/1992,2.446429
2/26/1992,2.495536
2/27/1992,2.446429
2/28/1992,2.410714
3/2/1992,2.401786
3/3/1992,2.370536
3/4/1992,2.321429
3/5/1992,2.267857
3/6/1992,2.285714
3/9/1992,2.276786
3/10/1992,2.276786
3/11/1992,2.258929
3/12/1992,2.241071
3/13/1992,2.254464
3/16/1992,2.263393
3/17/1992,2.245536
3/18/1992,2.276786
3/19/1992,2.25
3/20/1992,2.258929
3/23/1992,2.25
3/24/1992,2.321429
3/25/1992,2.303571
3/26/1992,2.285714
3/27/1992,2.178571
3/30/1992,2.075893
3/31/1992,2.080357
4/1/1992,2.107143
4/2/1992,2.098214
4/3/1992,2.107143
4/6/1992,2.169643
4/7/1992,2.044643
4/8/1992,1.995536
4/9/1992,2.044643
4/10/1992,1.982143
4/13/1992,2.017857
4/14/1992,2.098214
4/15/1992,2.160714
4/16/1992,2.107143
4/20/1992,2.026786
4/21/1992,2.008929
4/22/1992,2.058036
4/23/1992,2.035714
4/24/1992,2.017857
4/27/1992,1.991071
4/28/1992,1.9375
4/29/1992,2.035714
4/30/1992,2.147321
5/1/1992,2.116071
5/4/1992,2.160714
5/5/1992,2.160714
5/6/1992,2.205357
5/7/1992,2.169643
5/8/1992,2.214286
5/11/1992,2.223214
5/12/1992,2.223214
5/13/1992,2.241071
5/14/1992,2.191964
5/15/1992,2.165179
5/18/1992,2.15625
5/19/1992,2.120536
5/20/1992,2.142857
5/21/1992,2.111607
5/22/1992,2.125
5/26/1992,2.116071
5/27/1992,2.151786
5/28/1992,2.125
5/29/1992,2.133929
6/1/1992,2.053571
6/2/1992,2.017857
6/3/1992,1.933036
6/4/1992,1.946429
6/5/1992,1.959821
6/8/1992,1.9375
6/9/1992,1.928571
6/10/1992,1.919643
6/11/1992,1.924107
6/12/1992,1.950893
6/15/1992,1.879464
6/16/1992,1.758929
6/17/1992,1.696429
6/18/1992,1.616071
6/19/1992,1.598214
6/22/1992,1.580357
6/23/1992,1.616071
6/24/1992,1.642857
6/25/1992,1.629464
6/26/1992,1.616071
6/29/1992,1.669643
6/30/1992,1.714286
7/1/1992,1.75
7/2/1992,1.651786
7/6/1992,1.651786
7/7/1992,1.580357
7/8/1992,1.633929
7/9/1992,1.638393
7/10/1992,1.633929
7/13/1992,1.678571
7/14/1992,1.696429
7/15/1992,1.714286
7/16/1992,1.741071
7/17/1992,1.607143
7/20/1992,1.598214
7/21/1992,1.633929
7/22/1992,1.580357
7/23/1992,1.598214
7/24/1992,1.638393
7/27/1992,1.616071
7/28/1992,1.660714
7/29/1992,1.6875
7/30/1992,1.6875
7/31/1992,1.669643
8/3/1992,1.633929
8/4/1992,1.625
8/5/1992,1.598214
8/6/1992,1.571429
8/7/1992,1.549107
8/10/1992,1.575893
8/11/1992,1.553571
8/12/1992,1.575893
8/13/1992,1.598214
8/14/1992,1.598214
8/17/1992,1.598214
8/18/1992,1.598214
8/19/1992,1.589286
8/20/1992,1.598214
8/21/1992,1.59375
8/24/1992,1.544643
8/25/1992,1.584821
8/26/1992,1.580357
8/27/1992,1.589286
8/28/1992,1.607143
8/31/1992,1.642857
9/1/1992,1.660714
9/2/1992,1.732143
9/3/1992,1.705357
9/4/1992,1.6875
9/8/1992,1.705357
9/9/1992,1.75
9/10/1992,1.758929
9/11/1992,1.700893
9/14/1992,1.767857
9/15/1992,1.723214
9/16/1992,1.678571
9/17/1992,1.642857
9/18/1992,1.660714
9/21/1992,1.660714
9/22/1992,1.633929
9/23/1992,1.696429
9/24/1992,1.651786
9/25/1992,1.625
9/28/1992,1.598214
9/29/1992,1.602679
9/30/1992,1.611607
10/1/1992,1.580357
10/2/1992,1.5625
10/5/1992,1.553571
10/6/1992,1.598214
10/7/1992,1.5625
10/8/1992,1.553571
10/9/1992,1.549107
10/12/1992,1.571429
10/13/1992,1.620536
10/14/1992,1.642857
10/15/1992,1.625
10/16/1992,1.75
10/19/1992,1.75
10/20/1992,1.754464
10/21/1992,1.732143
10/22/1992,1.741071
10/23/1992,1.741071
10/26/1992,1.839286
10/27/1992,1.839286
10/28/1992,1.866071
10/29/1992,1.901786
10/30/1992,1.875
11/2/1992,1.866071
11/3/1992,1.857143
11/4/1992,1.875
11/5/1992,1.964286
11/6/1992,1.991071
11/9/1992,1.973214
11/10/1992,2.008929
11/11/1992,2.026786
11/12/1992,2.03125
11/13/1992,2.008929
11/16/1992,2.049107
11/17/1992,1.973214
11/18/1992,2.0625
11/19/1992,2.080357
11/20/1992,2.053571
11/23/1992,2.026786
11/24/1992,2.053571
11/25/1992,2.017857
11/27/1992,2.017857
11/30/1992,2.053571
12/1/1992,2.080357
12/2/1992,2.044643
12/3/1992,2.053571
12/4/1992,2.03125
12/7/1992,2.0625
12/8/1992,2.075893
12/9/1992,2.058036
12/10/1992,2.044643
12/11/1992,2.053571
12/14/1992,2.044643
12/15/1992,2.013393
12/16/1992,1.964286
12/17/1992,2.03125
12/18/1992,2.080357
12/21/1992,2.129464
12/22/1992,2.165179
12/23/1992,2.133929
12/24/1992,2.107143
12/28/1992,2.125
12/29/1992,2.129464
12/30/1992,2.098214
12/31/1992,2.133929
1/4/1993,2.080357
1/5/1993,2.116071
1/6/1993,2.205357
1/7/1993,2.178571
1/8/1993,2.223214
1/11/1993,2.290179
1/12/1993,2.196429
1/13/1993,2.267857
1/14/1993,2.321429
1/15/1993,2.151786
1/18/1993,2.125
1/19/1993,2.133929
1/20/1993,2.142857
1/21/1993,2.142857
1/22/1993,2.125
1/25/1993,2.142857
1/26/1993,2.169643
1/27/1993,2.151786
1/28/1993,2.138393
1/29/1993,2.125
2/1/1993,2.1875
2/2/1993,2.151786
2/3/1993,2.142857
2/4/1993,2.125
2/5/1993,2.044643
2/8/1993,2.017857
2/9/1993,2.03125
2/10/1993,1.991071
2/11/1993,1.96875
2/12/1993,1.924107
2/16/1993,1.892857
2/17/1993,1.924107
2/18/1993,1.964286
2/19/1993,1.964286
2/22/1993,1.96875
2/23/1993,1.9375
2/24/1993,1.915179
2/25/1993,1.955357
2/26/1993,1.892857
3/1/1993,1.901786
3/2/1993,1.9375
3/3/1993,1.950893
3/4/1993,1.964286
3/5/1993,1.964286
3/8/1993,2.017857
3/9/1993,2.026786
3/10/1993,2.026786
3/11/1993,2.03125
3/12/1993,2.008929
3/15/1993,2.035714
3/16/1993,2.017857
3/17/1993,1.96875
3/18/1993,1.946429
3/19/1993,1.919643
3/22/1993,1.901786
3/23/1993,1.883929
3/24/1993,1.919643
3/25/1993,1.955357
3/26/1993,1.901786
3/29/1993,1.821429
3/30/1993,1.866071
3/31/1993,1.839286
4/1/1993,1.848214
4/2/1993,1.790179
4/5/1993,1.785714
4/6/1993,1.741071
4/7/1993,1.803571
4/8/1993,1.776786
4/12/1993,1.785714
4/13/1993,1.732143
4/14/1993,1.741071
4/15/1993,1.6875
4/16/1993,1.71875
4/19/1993,1.732143
4/20/1993,1.785714
4/21/1993,1.772321
4/22/1993,1.785714
4/23/1993,1.758929
4/26/1993,1.75
4/27/1993,1.794643
4/28/1993,1.834821
4/29/1993,1.8125
4/30/1993,1.830357
5/3/1993,1.852679
5/4/1993,1.90625
5/5/1993,1.946429
5/6/1993,1.919643
5/7/1993,1.955357
5/10/1993,1.964286
5/11/1993,1.946429
5/12/1993,1.901786
5/13/1993,1.982143
5/14/1993,1.982143
5/17/1993,1.991071
5/18/1993,1.982143
5/19/1993,2.044643
5/20/1993,2.098214
5/21/1993,2.053571
5/24/1993,2.058036
5/25/1993,2.013393
5/26/1993,2.0625
5/27/1993,2.053571
5/28/1993,2.022321
6/1/1993,2.035714
6/2/1993,2.035714
6/3/1993,2.013393
6/4/1993,1.959821
6/7/1993,1.8125
6/8/1993,1.767857
6/9/1993,1.580357
6/10/1993,1.589286
6/11/1993,1.5625
6/14/1993,1.59375
6/15/1993,1.5
6/16/1993,1.508929
6/17/1993,1.473214
6/18/1993,1.464286
6/21/1993,1.415179
6/22/1993,1.477679
6/23/1993,1.446429
6/24/1993,1.491071
6/25/1993,1.428571
6/28/1993,1.433036
6/29/1993,1.392857
6/30/1993,1.410714
7/1/1993,1.357143
7/2/1993,1.375
7/6/1993,1.348214
7/7/1993,1.303571
7/8/1993,1.303571
7/9/1993,1.3125
7/12/1993,1.357143
7/13/1993,1.330357
7/14/1993,1.330357
7/15/1993,1.276786
7/16/1993,0.982143
7/19/1993,0.915179
7/20/1993,0.959821
7/21/1993,0.9375
7/22/1993,0.946429
7/23/1993,0.9375
7/26/1993,0.959821
7/27/1993,0.946429
7/28/1993,0.959821
7/29/1993,0.973214
7/30/1993,0.991071
8/2/1993,1.017857
8/3/1993,1.035714
8/4/1993,1.080357
8/5/1993,1.053571
8/6/1993,1.044643
8/9/1993,1.0625
8/10/1993,1.017857
8/11/1993,0.982143
8/12/1993,0.946429
8/13/1993,0.977679
8/16/1993,0.982143
8/17/1993,1.013393
8/18/1993,1.017857
8/19/1993,0.982143
8/20/1993,1
8/23/1993,1.013393
8/24/1993,1
8/25/1993,0.973214
8/26/1993,0.959821
8/27/1993,0.946429
8/30/1993,0.928571
8/31/1993,0.946429
9/1/1993,0.933036
9/2/1993,0.919643
9/3/1993,0.919643
9/7/1993,0.9375
9/8/1993,0.955357
9/9/1993,0.928571
9/10/1993,0.9375
9/13/1993,0.901786
9/14/1993,0.866071
9/15/1993,0.875
9/16/1993,0.883929
9/17/1993,0.901786
9/20/1993,0.888393
9/21/1993,0.875
9/22/1993,0.910714
9/23/1993,0.883929
9/24/1993,0.892857
9/27/1993,0.883929
9/28/1993,0.883929
9/29/1993,0.852679
9/30/1993,0.834821
10/1/1993,0.8125
10/4/1993,0.8125
10/5/1993,0.839286
10/6/1993,0.84375
10/7/1993,0.821429
10/8/1993,0.808036
10/11/1993,0.848214
10/12/1993,0.857143
10/13/1993,0.857143
10/14/1993,0.848214
10/15/1993,1.008929
10/18/1993,1.013393
10/19/1993,0.991071
10/20/1993,0.991071
10/21/1993,1.080357
10/22/1993,1.080357
10/25/1993,1.071429
10/26/1993,1.0625
10/27/1993,1.133929
10/28/1993,1.107143
10/29/1993,1.098214
11/1/1993,1.125
11/2/1993,1.169643
11/3/1993,1.129464
11/4/1993,1.151786
11/5/1993,1.138393
11/8/1993,1.098214
11/9/1993,1.075893
11/10/1993,1.098214
11/11/1993,1.120536
11/12/1993,1.133929
11/15/1993,1.142857
11/16/1993,1.214286
11/17/1993,1.196429
11/18/1993,1.196429
11/19/1993,1.178571
11/22/1993,1.160714
11/23/1993,1.178571
11/24/1993,1.178571
11/26/1993,1.165179
11/29/1993,1.133929
11/30/1993,1.125
12/1/1993,1.125
12/2/1993,1.133929
12/3/1993,1.125
12/6/1993,1.151786
12/7/1993,1.151786
12/8/1993,1.138393
12/9/1993,1.071429
12/10/1993,1.008929
12/13/1993,1.053571
12/14/1993,1.040179
12/15/1993,1.0625
12/16/1993,1.049107
12/17/1993,1.053571
12/20/1993,1.017857
12/21/1993,0.982143
12/22/1993,1
12/23/1993,0.973214
12/27/1993,1.017857
12/28/1993,1.040179
12/29/1993,1.017857
12/30/1993,1.0625
12/31/1993,1.044643
1/3/1994,1.066964
1/4/1994,1.125
1/5/1994,1.205357
1/6/1994,1.169643
1/7/1994,1.183036
1/10/1994,1.200893
1/11/1994,1.138393
1/12/1994,1.089286
1/13/1994,1.09375
1/14/1994,1.107143
1/17/1994,1.084821
1/18/1994,1.049107
1/19/1994,1.044643
1/20/1994,1.066964
1/21/1994,1.191964
1/24/1994,1.25
1/25/1994,1.209821
1/26/1994,1.196429
1/27/1994,1.21875
1/28/1994,1.214286
1/31/1994,1.169643
2/1/1994,1.1875
2/2/1994,1.178571
2/3/1994,1.196429
2/4/1994,1.196429
2/7/1994,1.303571
2/8/1994,1.276786
2/9/1994,1.294643
2/10/1994,1.303571
2/11/1994,1.321429
2/14/1994,1.321429
2/15/1994,1.325893
2/16/1994,1.3125
2/17/1994,1.321429
2/18/1994,1.294643
2/22/1994,1.330357
2/23/1994,1.330357
2/24/1994,1.308036
2/25/1994,1.285714
2/28/1994,1.303571
3/1/1994,1.294643
3/2/1994,1.272321
3/3/1994,1.276786
3/4/1994,1.3125
3/7/1994,1.352679
3/8/1994,1.321429
3/9/1994,1.339286
3/10/1994,1.330357
3/11/1994,1.330357
3/14/1994,1.361607
3/15/1994,1.34375
3/16/1994,1.3125
3/17/1994,1.303571
3/18/1994,1.299107
3/21/1994,1.267857
3/22/1994,1.25
3/23/1994,1.254464
3/24/1994,1.236607
3/25/1994,1.169643
3/28/1994,1.1875
3/29/1994,1.169643
3/30/1994,1.160714
3/31/1994,1.1875
4/4/1994,1.1875
4/5/1994,1.196429
4/6/1994,1.196429
4/7/1994,1.191964
4/8/1994,1.196429
4/11/1994,1.196429
4/12/1994,1.142857
4/13/1994,1.133929
4/14/1994,1.125
4/15/1994,1.080357
4/18/1994,1.058036
4/19/1994,1.035714
4/20/1994,1.008929
4/21/1994,1.058036
4/22/1994,1.0625
4/25/1994,1.107143
4/26/1994,1.116071
4/28/1994,1.080357
4/29/1994,1.071429
5/2/1994,1.107143
5/3/1994,1.080357
5/4/1994,1.178571
5/5/1994,1.174107
5/6/1994,1.154018
5/9/1994,1.116071
5/10/1994,1.107143
5/11/1994,1.080357
5/12/1994,1.060268
5/13/1994,1.071429
5/16/1994,1.053571
5/17/1994,1.049107
5/18/1994,1.09375
5/19/1994,1.147321
5/20/1994,1.109375
5/23/1994,1.089286
5/24/1994,1.098214
5/25/1994,1.116071
5/26/1994,1.089286
5/27/1994,1.069196
5/31/1994,1.044643
6/1/1994,1.008929
6/2/1994,0.977679
6/3/1994,0.986607
6/6/1994,0.977679
6/7/1994,0.982143
6/8/1994,0.933036
6/9/1994,0.964286
6/10/1994,0.946429
6/13/1994,0.964286
6/14/1994,0.966518
6/15/1994,0.993304
6/16/1994,0.941964
6/17/1994,0.946429
6/20/1994,0.96875
6/21/1994,0.928571
6/22/1994,0.9375
6/23/1994,0.897321
6/24/1994,0.914618
6/27/1994,0.9375
6/28/1994,0.955357
6/29/1994,0.933036
6/30/1994,0.946429
7/1/1994,0.919643
7/5/1994,0.946429
7/6/1994,0.933036
7/7/1994,0.957589
7/8/1994,0.966518
7/11/1994,0.964286
7/12/1994,1.013393
7/13/1994,1.060268
7/14/1994,1.022321
7/15/1994,1.008929
7/18/1994,1.013393
7/19/1994,0.988839
7/20/1994,0.950893
7/21/1994,1
7/22/1994,1.107143
7/25/1994,1.131696
7/26/1994,1.120536
7/27/1994,1.109375
7/28/1994,1.138393
7/29/1994,1.203125
8/1/1994,1.191964
8/2/1994,1.162946
8/3/1994,1.183036
8/4/1994,1.1875
8/5/1994,1.1875
8/8/1994,1.205357
8/9/1994,1.200893
8/10/1994,1.236607
8/11/1994,1.225446
8/12/1994,1.241071
8/15/1994,1.236607
8/16/1994,1.241071
8/17/1994,1.25
8/18/1994,1.236607
8/19/1994,1.245536
8/22/1994,1.245536
8/23/1994,1.25
8/24/1994,1.245536
8/25/1994,1.252232
8/26/1994,1.276786
8/29/1994,1.263393
8/30/1994,1.294643
8/31/1994,1.292411
9/1/1994,1.25
9/2/1994,1.263393
9/6/1994,1.270089
9/7/1994,1.290179
9/8/1994,1.290179
9/9/1994,1.276786
9/12/1994,1.276786
9/13/1994,1.279018
9/14/1994,1.254464
9/15/1994,1.285714
9/16/1994,1.299107
9/19/1994,1.267857
9/20/1994,1.234375
9/21/1994,1.21875
9/22/1994,1.209821
9/23/1994,1.212054
9/26/1994,1.212054
9/27/1994,1.209821
9/28/1994,1.209821
9/29/1994,1.21875
9/30/1994,1.203125
10/3/1994,1.183036
10/4/1994,1.205357
10/5/1994,1.352679
10/6/1994,1.294643
10/7/1994,1.321429
10/10/1994,1.388393
10/11/1994,1.415179
10/12/1994,1.504464
10/13/1994,1.46875
10/14/1994,1.46875
10/17/1994,1.419643
10/18/1994,1.473214
10/19/1994,1.473214
10/20/1994,1.464286
10/21/1994,1.522321
10/24/1994,1.508929
10/25/1994,1.522321
10/26/1994,1.544643
10/27/1994,1.526786
10/28/1994,1.504464
10/31/1994,1.542411
11/1/1994,1.540179
11/2/1994,1.477679
11/3/1994,1.482143
11/4/1994,1.441964
11/7/1994,1.455357
11/8/1994,1.508929
11/9/1994,1.486607
11/10/1994,1.475446
11/11/1994,1.46875
11/14/1994,1.517857
11/15/1994,1.477679
11/16/1994,1.462054
11/17/1994,1.428571
11/18/1994,1.428571
11/21/1994,1.361607
11/22/1994,1.334821
11/23/1994,1.316964
11/25/1994,1.348214
11/28/1994,1.350446
11/29/1994,1.366071
11/30/1994,1.330357
12/1/1994,1.292411
12/2/1994,1.305804
12/5/1994,1.328125
12/6/1994,1.341518
12/7/1994,1.308036
12/8/1994,1.28125
12/9/1994,1.294643
12/12/1994,1.303571
12/13/1994,1.299107
12/14/1994,1.352679
12/15/1994,1.325893
12/16/1994,1.330357
12/19/1994,1.397321
12/20/1994,1.375
12/21/1994,1.370536
12/22/1994,1.379464
12/23/1994,1.388393
12/27/1994,1.397321
12/28/1994,1.397321
12/29/1994,1.410714
12/30/1994,1.392857
1/3/1995,1.370536
1/4/1995,1.40625
1/5/1995,1.388393
1/6/1995,1.5
1/9/1995,1.471539
1/10/1995,1.560268
1/11/1995,1.669643
1/12/1995,1.620536
1/13/1995,1.602679
1/16/1995,1.589286
1/17/1995,1.607143
1/18/1995,1.629464
1/19/1995,1.638393
1/20/1995,1.522321
1/23/1995,1.508929
1/24/1995,1.486607
1/25/1995,1.463725
1/26/1995,1.410714
1/27/1995,1.424107
1/30/1995,1.433036
1/31/1995,1.441964
2/1/1995,1.433036
2/2/1995,1.486607
2/3/1995,1.446429
2/6/1995,1.446429
2/7/1995,1.457589
2/8/1995,1.511161
2/9/1995,1.558036
2/10/1995,1.5625
2/13/1995,1.5625
2/14/1995,1.533482
2/15/1995,1.520089
2/16/1995,1.542411
2/17/1995,1.517857
2/21/1995,1.464286
2/22/1995,1.457589
2/23/1995,1.435268
2/24/1995,1.392857
2/27/1995,1.366071
2/28/1995,1.410714
3/1/1995,1.428571
3/2/1995,1.428571
3/3/1995,1.4375
3/6/1995,1.419643
3/7/1995,1.368304
3/8/1995,1.412946
3/9/1995,1.419643
3/10/1995,1.410714
3/13/1995,1.361607
3/14/1995,1.25
3/15/1995,1.25
3/16/1995,1.258929
3/17/1995,1.254464
3/20/1995,1.258929
3/21/1995,1.294643
3/22/1995,1.359375
3/23/1995,1.325893
3/24/1995,1.348214
3/27/1995,1.328125
3/28/1995,1.227679
3/29/1995,1.227679
3/30/1995,1.263393
3/31/1995,1.258929
4/3/1995,1.267857
4/4/1995,1.209821
4/5/1995,1.241071
4/6/1995,1.3125
4/7/1995,1.3125
4/10/1995,1.308036
4/11/1995,1.348214
4/12/1995,1.392857
4/13/1995,1.366071
4/17/1995,1.370536
4/18/1995,1.339286
4/19/1995,1.299107
4/20/1995,1.34375
4/21/1995,1.397321
4/24/1995,1.392857
4/25/1995,1.348214
4/26/1995,1.366071
4/27/1995,1.352679
4/28/1995,1.366071
5/1/1995,1.366071
5/2/1995,1.361607
5/3/1995,1.361607
5/4/1995,1.375
5/5/1995,1.388393
5/8/1995,1.446429
5/9/1995,1.473214
5/10/1995,1.479911
5/11/1995,1.464286
5/12/1995,1.558036
5/15/1995,1.558036
5/16/1995,1.5625
5/17/1995,1.571429
5/18/1995,1.549107
5/19/1995,1.526786
5/22/1995,1.575893
5/23/1995,1.566964
5/24/1995,1.553571
5/25/1995,1.549107
5/26/1995,1.524554
5/30/1995,1.5
5/31/1995,1.484375
6/1/1995,1.506696
6/2/1995,1.504464
6/5/1995,1.553571
6/6/1995,1.571429
6/7/1995,1.540179
6/8/1995,1.533482
6/9/1995,1.553571
6/12/1995,1.577564
6/13/1995,1.571429
6/14/1995,1.558036
6/15/1995,1.558036
6/16/1995,1.566964
6/19/1995,1.584821
6/20/1995,1.691964
6/21/1995,1.763393
6/22/1995,1.754464
6/23/1995,1.741071
6/26/1995,1.71875
6/27/1995,1.65625
6/28/1995,1.665179
6/29/1995,1.6875
6/30/1995,1.658482
7/3/1995,1.676339
7/5/1995,1.660714
7/6/1995,1.678571
7/7/1995,1.736607
7/10/1995,1.736607
7/11/1995,1.683036
7/12/1995,1.678571
7/13/1995,1.700893
7/14/1995,1.741071
7/17/1995,1.75
7/18/1995,1.71875
7/19/1995,1.625
7/20/1995,1.680804
7/21/1995,1.5625
7/24/1995,1.620536
7/25/1995,1.633929
7/26/1995,1.620536
7/27/1995,1.671875
7/28/1995,1.625
7/31/1995,1.607143
